"preference_id","faculty_id","course_key","preference_rank","teaching_intent","created_at","updated_at"
"P17836564680041072","F006","CSE|GMIT|5|BCS501","5","","2026-07-10 04:07:48.135545+00","2026-07-10 04:07:48.135545+00"
"P17836564965091481","F012","CSE|GMU|3|UE25CS2302","6","I have chosen **Internet of Things (IoT)** because it is an emerging technology with wide real-world applications across various industries. I am interested in teaching this subject and helping students gain practical knowledge while preparing them for current and future technology trends.","2026-07-10 04:08:16.613546+00","2026-07-10 04:08:16.613546+00"
"P17836565527147742","F006","CSE|GMIT|3|1BCS302","6","","2026-07-10 04:09:12.818006+00","2026-07-10 04:09:12.818006+00"
"P17836566018739572","F025","CSE|GMU|3|UE25CS2302","6","I want to learn Internet of Things to strengthen my knowledge of connected devices, sensors, and intelligent systems. This will help me apply IoT concepts in teaching and practical projects","2026-07-10 04:10:01.991147+00","2026-07-10 04:10:01.991147+00"
"P17836566080526052","F021","CSE|GMIT|5|BCS515A","3","I chose Artificial Intelligence because it is one of the most transformative and rapidly evolving fields in computer science, with applications across healthcare, finance, education, robotics, and many other industries. My teaching approach emphasizes concept-driven learning, interactive discussions, real-world case studies, hands-on implementation, and project-based activities. Students will develop problem-solving, critical thinking, and AI application skills while gaining exposure to modern tools and techniques. I have prepared by studying current AI concepts, machine learning fundamentals, emerging trends, and practical applications. I am excited to inspire students to explore innovation, think creatively, and build intelligent solutions that address real-world challenges.","2026-07-10 04:10:08.169996+00","2026-07-10 04:10:08.169996+00"
"P17836567100601377","F027","CSE|GMIT|3|1BCS302","2","I have a good understanding of OOP concepts and programming fundamentals. I am can handle and deliver the subject effectively with both theoretical and practical approaches.","2026-07-10 04:11:50.166876+00","2026-07-10 04:11:50.166876+00"
"P17836568028641076","F021","CSE|GMU|3|UE25CS2305","4","I chose Operating Systems because it is a fundamental subject that helps students understand how computer systems manage hardware, software, memory, processes, and resources efficiently. My teaching approach focuses on concept-based learning, interactive discussions, real-world examples, demonstrations, and hands-on problem-solving. Students will develop strong analytical and programming skills while understanding the practical working of modern operating systems. I have prepared by strengthening my knowledge of core concepts, studying current operating system technologies, and incorporating practical examples and case studies. I am excited to make the subject engaging, helping students build a solid foundation for advanced computer science courses and successful careers in the IT industry.","2026-07-10 04:13:22.968232+00","2026-07-10 04:13:22.968232+00"
"P17836570987335162","F024","CSE|GMIT|1|1BESC104E","1","I taught Essentials of Information Technology in the previous academic year and am familiar with the course structure and expected learning outcomes. My teaching approach includes interactive lectures, practical demonstrations, real-world examples, and continuous student engagement. My prior experience enables me to effectively help first-year students build a strong foundation in information technology concepts.","2026-07-10 04:18:18.845019+00","2026-07-10 04:18:18.845019+00"
"P17836572441417162","F024","CSE|GMIT|5|BCS501","2","I taught Essentials of Information Technology in the previous academic year and am familiar with the course structure and expected learning outcomes. My teaching approach includes interactive lectures, practical demonstrations, real-world examples, and continuous student engagement. My prior experience enables me to effectively help first-year students build a strong foundation in information technology concepts.","2026-07-10 04:20:44.245917+00","2026-07-10 04:20:44.245917+00"
"P17836575075828991","F024","CSE|GMIT|3|1BCS302","3","I am interested in teaching Object Oriented Programming with Java as it is a fundamental course in computer science. I have a strong understanding of object-oriented concepts and Java programming. My teaching approach focuses on concept clarity, practical coding sessions, real-world examples, and continuous assessment to help students develop problem-solving and programming skills. I am well prepared and committed to delivering the course effectively.","2026-07-10 04:25:07.687281+00","2026-07-10 04:25:07.687281+00"
"P17836575269755745","F024","CSE|GMIT|1|1BEIT105","4","I am interested in teaching Object Oriented Programming with Java as it is a fundamental course in computer science. I have a strong understanding of object-oriented concepts and Java programming. My teaching approach focuses on concept clarity, practical coding sessions, real-world examples, and continuous assessment to help students develop problem-solving and programming skills. I am well prepared and committed to delivering the course effectively.","2026-07-10 04:25:27.080784+00","2026-07-10 04:25:27.080784+00"
"P17836575741688467","F024","CSE|GMU|1|UE26CS1103","5","I am interested in teaching Object Oriented Programming with Java as it is a fundamental course in computer science. I have a strong understanding of object-oriented concepts and Java programming. My teaching approach focuses on concept clarity, practical coding sessions, real-world examples, and continuous assessment to help students develop problem-solving and programming skills. I am well prepared and committed to delivering the course effectively.","2026-07-10 04:26:14.274227+00","2026-07-10 04:26:14.274227+00"
"P17836576101765693","F024","CSE|GMU|1|UG26AI1101","6","I am interested in teaching Object Oriented Programming with Java as it is a fundamental course in computer science. I have a strong understanding of object-oriented concepts and Java programming. My teaching approach focuses on concept clarity, practical coding sessions, real-world examples, and continuous assessment to help students develop problem-solving and programming skills. I am well prepared and committed to delivering the course effectively.","2026-07-10 04:26:50.293403+00","2026-07-10 04:26:50.293403+00"
"P17836576746237110","F021","CSE|GMU|3|UE25CS2304","6","I chose Computer Organization and Architecture because it provides the fundamental knowledge of how computer systems are designed and how hardware and software interact. Understanding processors, memory, input/output systems, and instruction execution helps students build a strong foundation for advanced computing concepts. My teaching approach focuses on conceptual clarity through interactive discussions, real-world examples, diagrams, simulations, and problem-solving activities. Students will develop analytical thinking and a deeper understanding of computer system performance and design. I have prepared by strengthening my knowledge of computer architecture, studying modern processor technologies, and incorporating practical examples to make complex concepts easier to understand. I am excited to help students develop a solid foundation that supports their future studies and careers in computer science.","2026-07-10 04:27:54.735523+00","2026-07-10 04:27:54.735523+00"
"P17836585487893433","F027","CSE|GMU|3|UE25CS2303","3","Object-Oriented Programming (OOP): I have a good understanding of OOP concepts and programming fundamentals. I am confident in handling and delivering the subject effectively with both theoretical and practical approaches.","2026-07-10 04:42:28.907171+00","2026-07-10 04:42:28.907171+00"
"P17836593193253929","F027","CSE|GMIT|3|1BCS305","4","I have a good understanding of the subject and am confident in my ability to learn, prepare, and deliver the course effectively.","2026-07-10 04:55:19.432383+00","2026-07-10 04:55:19.432383+00"
"P17836595329913700","F027","CSE|GMU|1|UE26CS1103","6","I have a strong foundation in C programming and core programming concepts. I am confident in teaching the subject with a focus on both theoretical concepts and practical problem-solving.","2026-07-10 04:58:53.096741+00","2026-07-10 04:58:53.096741+00"
"P178365956922655","F027","CSE|GMIT|3|1BCS304","5","I have a good understanding of operating system concepts. I am confident in preparing thoroughly and delivering the subject effectively.","2026-07-10 04:59:29.333069+00","2026-07-10 04:59:29.333069+00"
"P17836609894458777","F005","CSE|GMU|1|UG26AI1101","1","I enjoy teaching Introduction to AI because it aligns with  my research expertise in Deep Learning. I am excited to explore emerging AI tools and deliver the updated 2026 curriculum. My approach emphasizes practical applications, critical thinking, and hands-on learning to prepare students for AI-driven careers.","2026-07-10 05:23:09.554715+00","2026-07-10 05:23:09.554715+00"
"P17836613099519358","F005","CSE|GMU|1|UE26CS1103","2","I like to teach Programming in C with Practice because I have taught this course more than eight times, giving me strong experience in building students' programming fundamentals. I am excited to deliver the updated 2026 curriculum using practical, hands-on learning and problem-solving activities that strengthen coding skills and logical thinking.","2026-07-10 05:28:30.058295+00","2026-07-10 05:28:30.058295+00"
"P17836616673626565","F005","CSE|GMU|1|UE26CS1102","3","I am passionate about teaching Digital Logic & Systems with Simulation because I have taught this course more than six times, gaining extensive experience in helping students understand digital circuits and system design. I am excited to deliver the updated 2026 curriculum through simulation-based, hands-on learning that strengthens analytical and design skills.","2026-07-10 05:34:27.469609+00","2026-07-10 05:34:27.469609+00"
"P17836622591666082","F014","CSE|GMU|5|UE24CS3503","4","o help students understand cyber threats, security mechanisms, and best practices for protecting digital systems and data.","2026-07-10 05:44:19.270345+00","2026-07-10 05:44:19.270345+00"
"P17836622601486964","F021","CSE|GMU|3|UE25CS2302","5","I chose the Internet of Things (IoT) because it is an innovative and rapidly growing field that connects physical devices with the digital world, enabling smart and intelligent systems. My teaching approach emphasizes concept-based learning, hands-on experiments, real-world case studies, and project-based activities using IoT platforms and sensors. Students will gain practical skills in designing, developing, and implementing IoT solutions while enhancing their problem-solving and innovation abilities. I have prepared by studying the latest IoT technologies, communication protocols, cloud integration, and industry applications. I am excited to guide students in exploring emerging technologies and developing smart solutions that address real-world challenges across various domains.","2026-07-10 05:44:20.252859+00","2026-07-10 05:44:20.252859+00"
"P17836622881837139","F005","CSE|GMIT|7|BCS714x","4","I am passionate about teaching Deep Learning because it aligns with my  research expertise. I aim to help students build strong theoretical and practical foundations through hands-on projects, real-world applications, and emerging AI techniques that prepare them for research and industry.","2026-07-10 05:44:48.290219+00","2026-07-10 05:44:48.290219+00"
"P17836624395857196","F005","CSE|GMU|5|UE24CS3501","5","I am passionate about teaching Deep Learning because it aligns with my  research expertise. I aim to help students build strong theoretical and practical foundations through hands-on projects, real-world applications, and emerging AI techniques that prepare them for research and industry.","2026-07-10 05:47:19.688296+00","2026-07-10 05:47:19.688296+00"
"P17836629774253330","F005","CSE|GMIT|5|BCS515A","6","I am passionate about teaching Artificial Intelligence (AI) because it complements my research expertise in deep learning. I strive to provide students with strong conceptual knowledge and practical exposure to AI techniques, enabling them to solve real-world problems and pursue advanced research and industry opportunities.","2026-07-10 05:56:17.53209+00","2026-07-10 05:56:17.53209+00"
"P17836635343512458","F008","CSE|GMU|1|UE26CS1102","1","I am passionate about teaching Digital Logic & Systems with Simulation because I have taught this course more than four times, building strong expertise in digital system design and simulation. I look forward to delivering the updated 2026 curriculum through interactive, simulation-based learning that enhances students' analytical, design, and problem-solving skills.","2026-07-10 06:05:34.457+00","2026-07-10 06:05:34.457+00"
"P17836636724153269","F008","CSE|GMIT|3|1BCS303","2","I am passionate about teaching Digital Design and Computer Organization because I have taught this course more than four times, developing strong expertise in computer architecture and digital systems. My focus is on building students' conceptual understanding through practical examples, enabling them to develop analytical, design, and problem-solving skills for advanced computing courses.","2026-07-10 06:07:52.521355+00","2026-07-10 06:07:52.521355+00"
"P17836638073192777","F008","CSE|GMIT|7|BCS701","3","I am passionate about teaching Internet of Things (IoT) because I have taught this course more than two times, gaining valuable experience in IoT concepts and applications. My approach emphasizes hands-on learning, real-world projects, and practical implementation, enabling students to develop skills in designing and deploying smart connected systems.","2026-07-10 06:10:07.437524+00","2026-07-10 06:10:07.437524+00"
"P17836641005761416","F008","CSE|GMIT|5|BCS502","4","I am passionate about teaching Computer Networks because I have taught this course more than two times, gaining valuable experience in networking concepts and protocols. My teaching emphasizes practical learning through simulations, case studies, and real-world applications, helping students develop strong analytical, troubleshooting, and network design skills.","2026-07-10 06:15:00.686437+00","2026-07-10 06:15:00.686437+00"
"P17836641993196559","F008","CSE|GMIT|5|BCS515A","5","I am passionate about teaching Artificial Intelligence (AI) because it empowers students to solve complex real-world problems using intelligent systems. My teaching approach combines strong theoretical foundations with practical applications, hands-on projects, and emerging AI technologies, enabling students to develop innovation, critical thinking, and industry-ready AI skills","2026-07-10 06:16:39.428864+00","2026-07-10 06:16:39.428864+00"
"P1783676699774430","F008","CSE|GMIT|7|BCS714x","6","I am passionate about teaching Deep Learning because it is a transformative field within Artificial Intelligence that enables intelligent decision-making from complex data. My teaching focuses on strong theoretical foundations, practical implementation, and real-world applications, helping students develop advanced AI skills for research, innovation, and industry careers.","2026-07-10 09:44:59.878144+00","2026-07-10 09:44:59.878144+00"
"P17836786463166590","F011","CSE|GMU|5|UE24CS3504","1","Handled this course in the previous year and have completed AWS and Cloud Computing certification programs. Possess a strong foundation in cloud computing and serverless technologies, and I am interested in further strengthening my knowledge through continued teaching, research, and practical implementation.","2026-07-10 10:17:26.42201+00","2026-07-10 10:17:26.42201+00"
"P17836787972835616","F011","CSE|GMIT|5|BCS502","2","Strong academic background in Computer Networks through M.Tech in Digital Communication and Networking. Completed CCNA training with a solid understanding of networking concepts, routing, switching, and network protocols. Keen to further enhance my expertise through teaching and continuous learning.","2026-07-10 10:19:57.391262+00","2026-07-10 10:19:57.391262+00"
"P17836788609288412","F011","CSE|GMIT|7|BCS701","3","Possess a strong foundation in IoT through academic coursework and hands-on project experience during my M.Tech. My knowledge of embedded systems, wireless communication, cloud integration, and IoT platforms enables me to effectively teach this course. I am also keen to further deepen my expertise in emerging IoT technologies through teaching and continuous learning.","2026-07-10 10:21:01.034797+00","2026-07-10 10:21:01.034797+00"
"P17836789107364976","F011","CSE|GMU|3|UE25CS2302","4","Possess a strong foundation in IoT through academic coursework and hands-on project experience during my M.Tech. My knowledge of embedded systems, wireless communication, cloud integration, and IoT platforms enables me to effectively teach this course. I am also keen to further deepen my expertise in emerging IoT technologies through teaching and continuous learning.","2026-07-10 10:21:50.854056+00","2026-07-10 10:21:50.854056+00"
"P17836790624762709","F011","CSE|GMIT|7|BCS703","5","Possess a strong academic background in networking through my M.Tech in Digital Communication and Networking, complemented by CCNA training and the IIT Kanpur Cybersecurity Skilling Program. My knowledge of cryptographic principles, network security, and secure communication enables me to effectively teach this course. I am also keen to further deepen my expertise in advanced cryptography and cybersecurity through teaching and continuous learning.","2026-07-10 10:24:22.579609+00","2026-07-10 10:24:22.579609+00"
"P178367917556170","F011","CSE|GMU|5|UE24CS3503","6","ossess a strong academic background in networking through my M.Tech in Digital Communication and Networking, supported by CCNA training and the IIT Kanpur Cybersecurity Skilling Program. My knowledge of network protocols, secure network design, and cybersecurity principles enables me to effectively teach this course. I am also keen to further strengthen my expertise in advanced network security technologies through teaching and continuous learning.","2026-07-10 10:26:15.667767+00","2026-07-10 10:26:15.667767+00"
"P17837096861297157","F007","CSE|GMU|5|UE24CS3503","2","I have chosen **Cyber Security and Secure System** as my Second preference because cybersecurity has become an essential component of modern computing. Every organization today depends on secure digital systems, making it important for students to understand how to protect information, applications, and computing infrastructure from evolving cyber threats. This course provides the knowledge and practical skills needed to build secure, reliable, and responsible technology solutions.

To ensure effective learning, I will adopt a student-centric and outcome-based teaching approach that combines conceptual lectures with real-world case studies, demonstrations, hands-on activities using open-source security tools, collaborative discussions, and project-based learning. I also plan to incorporate recent cyber incidents and emerging security technologies so that students can relate theoretical concepts to practical applications.

Through this course, students will develop a strong foundation in cybersecurity principles, secure system design, ethical practices, and risk management. They will strengthen their analytical, technical, and problem-solving skills while preparing for internships, higher studies, research, industry certifications, and careers in cybersecurity and related technology domains. My objective is to create an engaging learning environment that encourages students to think critically, practice secure computing, and confidently address real-world security challenges.","2026-07-10 18:54:46.24603+00","2026-07-10 18:54:46.24603+00"
"P17837100784899820","F007","CSE|GMIT|5|BCS502","3","I have chosen **Computer Networks** as my third preference because it is a fundamental course that provides students with a strong foundation in computer communication, networking principles, and modern network technologies. The knowledge gained through this course is essential for understanding advanced domains such as cloud computing, cybersecurity, the Internet of Things, and distributed systems, making it a key subject in the Computer Science curriculum.

Having handled this course multiple times, I have developed effective teaching strategies to simplify complex concepts and improve student understanding. To further strengthen my knowledge and stay updated with current developments, I have also successfully completed an **NPTEL course in Computer Networks**. This continuous learning has enhanced my subject expertise and will help me deliver the course in a structured, engaging, and outcome-oriented manner.

My teaching approach will focus on outcome-based education through conceptual lectures, interactive discussions, real-world case studies, simulation-based learning, laboratory demonstrations, problem-solving sessions, and project-based activities. I will also integrate recent networking technologies and industry practices to make learning relevant and application-oriented.

Through this course, students will develop a strong conceptual foundation, analytical thinking, troubleshooting skills, and practical knowledge of networking. These competencies will prepare them for advanced courses, internships, industry certifications, higher studies, and careers in networking and related technology domains.","2026-07-10 19:01:18.603257+00","2026-07-10 19:01:18.603257+00"
"P17837106148966387","F007","CSE|GMU|3|UE25CS2302","1","I have chosen **Internet of Things (IoT)** as my first preference because it closely aligns with my academic background in **Digital Communication and Networking** and my teaching experience in **Computer Networks**. IoT is a multidisciplinary and rapidly evolving technology that integrates communication networks, embedded systems, cloud computing, and intelligent applications to address real-world challenges. My academic background and teaching experience enable me to effectively guide students in understanding both the theoretical concepts and practical implementation of IoT systems.

To further enhance my expertise in this domain, I have successfully completed the **NPTEL course ""Introduction to Industry 4.0 and Industrial Internet of Things.""** This course strengthened my understanding of Industry 4.0 concepts, Industrial IoT architecture, smart manufacturing, connected systems, communication technologies, and emerging industrial applications. The knowledge gained from this certification enables me to integrate current industry trends and practical perspectives into my teaching.

I am keen to teach this course because it offers excellent opportunities for experiential and project-based learning. I plan to adopt an outcome-based and student-centric teaching approach by integrating interactive lectures, real-world case studies, simulations, hands-on demonstrations, and mini-projects to make the learning process engaging and application-oriented. I will also encourage students to develop innovative IoT solutions for real-world and societal challenges while incorporating recent technological advancements and industry practices into the course.

Through this subject, students will develop strong technical, analytical, and problem-solving skills while gaining practical exposure to applications in healthcare, agriculture, industrial automation, environmental monitoring, and smart cities. The course will also strengthen their understanding of networking, cloud technologies, and cybersecurity, preparing them for internships, higher studies, research, innovation, and careers in IoT, Industry 4.0, embedded systems, and other emerging technology domains. I am confident that my academic background, continuous learning through NPTEL, teaching experience, and commitment to student-centered learning will help me deliver this course effectively and create a meaningful learning experience for students.","2026-07-10 19:10:15.002196+00","2026-07-10 19:10:15.002196+00"
"P17837109220899027","F007","CSE|GMIT|3|1BCS302","4","I have chosen **Object-Oriented Programming with Java** as my preference because it is a fundamental course that equips students with the essential concepts of object-oriented design and software development. Java is one of the most widely adopted programming languages in academia and industry, providing a strong foundation for developing scalable, secure, and maintainable software applications. Mastering object-oriented programming enables students to build logical thinking, problem-solving abilities, and software design skills that are essential for advanced computing technologies.

To further strengthen my expertise in this domain, I have successfully completed **Core Java** and **Advanced Java** courses. These learning experiences have enhanced my understanding of object-oriented programming principles, Java application development, exception handling, collections, multithreading, database connectivity, and modern programming practices. This knowledge enables me to effectively integrate both conceptual understanding and practical application into the teaching and learning process.

I plan to adopt an outcome-based and student-centric teaching approach by combining conceptual lectures with live coding sessions, interactive discussions, hands-on laboratory exercises, programming assignments, debugging activities, case studies, and mini-projects. I will encourage students to apply object-oriented principles to develop real-world applications while introducing them to current programming tools and best practices.

Through this course, students will develop a strong foundation in Java programming, object-oriented concepts, software design, and application development. They will strengthen their analytical thinking, coding proficiency, and problem-solving skills, preparing them for internships, higher studies, technical interviews, software development careers, and emerging technology domains. I am committed to creating an engaging and practical learning environment that inspires students to become confident and competent software professionals.","2026-07-10 19:15:22.196271+00","2026-07-10 19:15:22.196271+00"
"P17837130337448501","F007","CSE|GMU|1|UE26CS1102","5","I have chosen **Digital Logic & Systems with Simulation** as my preferred course because it closely aligns with my academic background in **Electronics and Communication Engineering (ECE)** and my interest in digital system design. The course covers fundamental concepts such as number systems, Boolean algebra, logic gates, combinational and sequential circuits, and digital system simulation, which are core areas of electronics and computer hardware.

My ECE background provides me with a strong foundation in digital electronics and circuit design, enabling me to effectively explain theoretical concepts and demonstrate their practical implementation using simulation tools. The simulation-based approach of this course allows students to visualize circuit behavior, analyze designs, and develop problem-solving skills through hands-on learning.

Furthermore, the course creates a strong foundation for advanced areas such as Computer Organization, Embedded Systems, Internet of Things (IoT), and hardware-software integration. With my background in Electronics and my teaching experience in Computer Science, I can effectively bridge the concepts of hardware and software, providing students with a comprehensive understanding of digital systems.","2026-07-10 19:50:33.861543+00","2026-07-10 19:50:33.861543+00"
"P17837137173762479","F007","CSE|GMU|3|UE25CS2305","6","**Course Preference Justification: Operating System Concepts**

I have chosen **Operating System Concepts** as my preferred course because it is a fundamental core subject in Computer Science that provides students with essential knowledge about the functioning and management of computer systems. The course covers important concepts such as process management, CPU scheduling, memory management, file systems, synchronization, and security, which form the foundation for understanding modern computing environments.

This course will benefit students by developing their understanding of system-level operations and improving their problem-solving and analytical skills. The knowledge gained through this course will support students in advanced areas such as Cloud Computing, Distributed Systems, Embedded Systems, Internet of Things (IoT), and Cyber Security.

To deliver the course effectively, I will prepare structured course materials, real-time examples, case studies, and practical demonstrations. The teaching approach will include interactive lectures, concept visualization using diagrams and flowcharts, problem-solving sessions, and hands-on activities using Linux environments and programming exercises. Assignments, discussions, and practical applications will be used to encourage active learning and improve students’ conceptual understanding.

Through this approach, students will be able to connect theoretical concepts with real-world applications and develop the skills required to understand and analyze modern operating systems.","2026-07-10 20:01:57.480827+00","2026-07-10 20:01:57.480827+00"
"P17837524409482957","F009","CSE|GMU|5|UE24CS3503","5","","2026-07-11 06:47:21.058865+00","2026-07-11 06:47:21.058865+00"
"P17837789211634013","F019","CSE|GMU|3|UE25CS2304","1","I taught this subject last year for 3rd semester students. I would like to continue teaching it to deepen my knowledge and deliver the course more effectively","2026-07-11 14:08:41.271192+00","2026-07-11 14:08:41.271192+00"
"P17837789976846560","F019","CSE|GMU|1|UG26AI1101","2","I taught this subject last sem in GMIT for 2nd semester students. I would like to continue teaching it to deepen my knowledge and deliver the course more effectively","2026-07-11 14:09:57.800697+00","2026-07-11 14:09:57.800697+00"
"P17837792323994427","F019","CSE|GMU|1|UE26CS1103","3","studied C Programming during my engineering","2026-07-11 14:13:52.5053+00","2026-07-11 14:13:52.5053+00"
"P17837794138849126","F019","CSE|GMIT|7|BCS701","4","studied during my engineering this subject","2026-07-11 14:16:54.002626+00","2026-07-11 14:16:54.002626+00"
"P17837797686364556","F019","CSE|GMU|3|UE25CS2303","5","I would like to teach it to help students build their programming skills","2026-07-11 14:22:48.743032+00","2026-07-11 14:22:48.743032+00"
"P1783779914460513","F019","CSE|GMIT|7|BCS703","6","I would like to teach it to help students build their programming skills","2026-07-11 14:25:14.565404+00","2026-07-11 14:25:14.565404+00"
